date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:29	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:29%20GMT	https://www.wix.com/demone2/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/volas/www.wix.com/demone2/media/emptystate.85a4add5.svg	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:29	13499/13499	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2004:22:32%20GMT	https://static.wixstatic.com/media/c837a6_83627270620e42829da474a612fff9bd~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_83627270620e42829da474a612fff9bd~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_83627270620e42829da474a612fff9bd_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_83627270620e42829da474a612fff9bd_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:30	15755/15755	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2004:22:32%20GMT	https://static.wixstatic.com/media/c837a6_9f228b29313e42339bcbbe9fdb97a1d9~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_9f228b29313e42339bcbbe9fdb97a1d9~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_9f228b29313e42339bcbbe9fdb97a1d9_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_9f228b29313e42339bcbbe9fdb97a1d9_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:30	11528/11528	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2004:22:32%20GMT	https://static.wixstatic.com/media/c837a6_a9e2b3a77a624b7bb7604e1e5ae16417~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_a9e2b3a77a624b7bb7604e1e5ae16417~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_a9e2b3a77a624b7bb7604e1e5ae16417_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_a9e2b3a77a624b7bb7604e1e5ae16417_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:30	15070/15070	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2004:22:32%20GMT	https://static.wixstatic.com/media/c837a6_44679917ec974196abb9a237cf851205~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_44679917ec974196abb9a237cf851205~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_44679917ec974196abb9a237cf851205_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_44679917ec974196abb9a237cf851205_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:32	1157052/1157052	---MCZ	200	added ('OK')	text/html	etag:W/%22575a622e378b744cceaf3ccbbe70fc62%22	https://www.wix.com/demone2/tech-company-volaso/terms-and-coniditions	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/terms-and-coniditions.html	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:33	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/volas/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:34	1155935/1155935	---MCZ	200	added ('OK')	text/html	etag:W/%22f19a03aa96caac256d616cf76a8ed85a%22	https://www.wix.com/demone2/tech-company-volaso/privacy-policy	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/privacy-policy.html	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:34	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:33%20GMT	https://www.wix.com/demone2/robots.txt	C:/My%20Web%20Sites/volas/www.wix.com/demone2/robots.txt	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:34	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:34%20GMT	https://www.wix.com/demone2/sitemap.xml	C:/My%20Web%20Sites/volas/www.wix.com/demone2/sitemap.xml	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:34	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:34%20GMT	https://www.wix.com/demone2/feed.xml	C:/My%20Web%20Sites/volas/www.wix.com/demone2/feed.xml	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:35	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:34%20GMT	https://www.wix.com/demone2/${n.uri}	C:/My%20Web%20Sites/volas/www.wix.com/demone2/${n.uri}	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:35	85393/85393	---M-Z	200	added ('OK')	application/javascript	etag:W/%2240d21a808fb998bb6938a1c6ff2be5e0%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.354484c3.bundle.min.js	C:/My%20Web%20Sites/volas/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.354484c3.bundle.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:35	171704/171704	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bd77b28a02765160d138a98b75000d87%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.72e1f7cd.bundle.min.js	C:/My%20Web%20Sites/volas/static.parastorage.com/services/wix-thunderbolt/dist/main.72e1f7cd.bundle.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:36	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/volas/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:36	10737/10737	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d86dcdbfed4c273c4742744941259902%22	https://static.parastorage.com/unpkg/react@18.2.0/umd/react.production.min.js	C:/My%20Web%20Sites/volas/static.parastorage.com/unpkg/react@18.2.0/umd/react.production.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:37	131882/131882	---M-Z	200	added ('OK')	application/javascript	etag:W/%2264141792105ea4861f9f33294d65ab81%22	https://static.parastorage.com/unpkg/react-dom@18.2.0/umd/react-dom.production.min.js	C:/My%20Web%20Sites/volas/static.parastorage.com/unpkg/react-dom@18.2.0/umd/react-dom.production.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:37	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:37%20GMT	https://www.wix.com/demone2/decodeURIComponent(e	C:/My%20Web%20Sites/volas/www.wix.com/demone2/decodeURIComponent(e	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:37	7235/7235	---M-Z	200	added ('OK')	application/javascript	etag:W/%227145d37309f2d1ad0f961c6c0a0db191%22	https://static.parastorage.com/services/tag-manager-client/1.820.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/volas/static.parastorage.com/services/tag-manager-client/1.820.0/siteTags.bundle.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:39	30907/30907	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	C:/My%20Web%20Sites/volas/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://www.wix.com/demone2/tech-company-volaso)
20:46:40	1579/1579	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:39%20GMT	https://static.wixstatic.com/media/84770f_746f2bc29f4c466aaaf4af4a111bcb8a~mv2.jpg/v1/fill/w_100,h_61,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/84770f_746f2bc29f4c466aaaf4af4a111bcb8a~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_746f2bc29f4c466aaaf4af4a111bcb8a_mv2.jpg/v1/fill/w_100,h_61,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/84770f_746f2bc29f4c466aaaf4af4a111bcb8a_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:40	3737/3737	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:40%20GMT	https://static.wixstatic.com/media/84770f_32fdaa774b424f8eb89712416c1fa39e~mv2.jpg/v1/fill/w_147,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Robot_Sensoring_Man.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_32fdaa774b424f8eb89712416c1fa39e_mv2.jpg/v1/fill/w_147,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Robot_Sensoring_Man.jpg	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:41	2592/2592	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:40%20GMT	https://static.wixstatic.com/media/84770f_a31825db46704de9b4aa51e7a7392c86~mv2.jpg/v1/fill/w_147,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Engine.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_a31825db46704de9b4aa51e7a7392c86_mv2.jpg/v1/fill/w_147,h_91,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Engine.jpg	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:41	3919/3919	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:41%20GMT	https://static.wixstatic.com/media/84770f_83620da1fe564cf887763295d0233c5c~mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Woman_Reciving_Delivery.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_83620da1fe564cf887763295d0233c5c_mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Woman_Reciving_Delivery.jpg	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:42	2646/2646	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:41%20GMT	https://static.wixstatic.com/media/c837a6_457b81c813224da582a9ca85fec8dcaa~mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_457b81c813224da582a9ca85fec8dcaa~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_457b81c813224da582a9ca85fec8dcaa_mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_457b81c813224da582a9ca85fec8dcaa_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:42	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:42%20GMT	https://www.wix.com/demone2/tech-company-volaso/robots.txt	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/robots.txt	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:44	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:43%20GMT	https://www.wix.com/demone2/tech-company-volaso/feed.xml	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/feed.xml	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:44	1232715/1232715	---MCZ	200	added ('OK')	text/xml	etag:W/%2212cf4b-+irMijaoc760W0EOEDxlLBxUp4M%22	https://www.wix.com/demone2/tech-company-volaso/sitemap.xml	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/sitemap.xml	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:44	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:44%20GMT	https://www.wix.com/demone2/tech-company-volaso/${n.uri}	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/${n.uri}	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:45	3000/3000	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:44%20GMT	https://www.wix.com/demone2/tech-company-volaso/decodeURIComponent(e	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/decodeURIComponent(e	(from https://www.wix.com/demone2/tech-company-volaso/technology)
20:46:46	1612/1612	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:46%20GMT	https://static.wixstatic.com/media/84770f_2cc5700515584298ada99a1f850ca582~mv2.jpg/v1/fill/w_100,h_61,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/84770f_2cc5700515584298ada99a1f850ca582~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_2cc5700515584298ada99a1f850ca582_mv2.jpg/v1/fill/w_100,h_61,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/84770f_2cc5700515584298ada99a1f850ca582_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:47	3686/3686	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:46%20GMT	https://static.wixstatic.com/media/84770f_684254e0102b45659f2e6590b6c6d046~mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Robot_Ocean.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_684254e0102b45659f2e6590b6c6d046_mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Robot_Ocean.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:47	3794/3794	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:47%20GMT	https://static.wixstatic.com/media/84770f_2cae65a0da354bc9b310bae52425c6d2~mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Engineer.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_2cae65a0da354bc9b310bae52425c6d2_mv2.jpg/v1/fill/w_147,h_101,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Engineer.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:48	2680/2680	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:47%20GMT	https://static.wixstatic.com/media/84770f_8f55dff777f3450585fa03b2b37f83a0~mv2.jpg/v1/fill/w_147,h_137,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/CEO.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_8f55dff777f3450585fa03b2b37f83a0_mv2.jpg/v1/fill/w_147,h_137,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/CEO.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:48	3567/3567	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:48%20GMT	https://static.wixstatic.com/media/84770f_cfb02601ec52413b803de25a7b58abb3~mv2.jpg/v1/fill/w_147,h_137,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/VPE.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_cfb02601ec52413b803de25a7b58abb3_mv2.jpg/v1/fill/w_147,h_137,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/VPE.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:49	2987/2987	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2015:16:48%20GMT	https://static.wixstatic.com/media/84770f_75d9955309364debaf6f0beea9048c44~mv2.jpg/v1/fill/w_147,h_137,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/CTO.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/84770f_75d9955309364debaf6f0beea9048c44_mv2.jpg/v1/fill/w_147,h_137,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/CTO.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:49	3000/3000	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Feb%202024%2015:16:49%20GMT	https://www.wix.com/demone2/tech-company-volaso/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/volas/www.wix.com/demone2/tech-company-volaso/media/emptystate.85a4add5.svg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:49	14178/14178	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:05:11%20GMT	https://static.wixstatic.com/media/c837a6_9665561f4e6a4e25946379eac16fb491~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_9665561f4e6a4e25946379eac16fb491~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_9665561f4e6a4e25946379eac16fb491_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_9665561f4e6a4e25946379eac16fb491_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:49	13142/13142	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:05:11%20GMT	https://static.wixstatic.com/media/c837a6_059170bba4dd446d808e8724d150db53~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_059170bba4dd446d808e8724d150db53~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_059170bba4dd446d808e8724d150db53_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_059170bba4dd446d808e8724d150db53_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:50	14694/14694	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:05:11%20GMT	https://static.wixstatic.com/media/c837a6_24d29a6a44fc467ebaf1bf2233cb9d19~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_24d29a6a44fc467ebaf1bf2233cb9d19~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_24d29a6a44fc467ebaf1bf2233cb9d19_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_24d29a6a44fc467ebaf1bf2233cb9d19_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
20:46:50	12668/12668	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:05:11%20GMT	https://static.wixstatic.com/media/c837a6_ba68cf650a874982b89a363b4abb77a0~mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_ba68cf650a874982b89a363b4abb77a0~mv2.jpg	C:/My%20Web%20Sites/volas/static.wixstatic.com/media/c837a6_ba68cf650a874982b89a363b4abb77a0_mv2.jpg/v1/fit/w_959,h_540,q_90/c837a6_ba68cf650a874982b89a363b4abb77a0_mv2.jpg	(from https://www.wix.com/demone2/tech-company-volaso/about)
